SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_CHEM,INDXSAMP_CHEM,PTL,NTL,TURB,ANC,DOC,COND,SAMPLED_CHLA,INDXSAMP_CHLA,CHLA,PTL_COND,NTL_COND,CHLA_COND,TURB_COND,ANC_COND,SALINITY_COND
NLA06608-2640,1,PROB_Lake,Target_Sampled,Target,40.3617015,-100.7051997,NE,Region_7,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.0016911,NE,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10250007,,,YES,YES,YES,48,1113,13,2979.5,5.73,371,YES,YES,25.12,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2644,1,PROB_Lake,Target_Sampled,Target,39.0793803,-85.2418964,IN,Region_5,"(50,100]",NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.4514264,IN,NO,PLNLOW,TPL,55,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,5,5090203,,,YES,YES,YES,121,1240,15.4,3398.8,5.84,454,YES,YES,4.43,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2655,1,PROB_Lake,Target_Sampled,Target,40.7249618,-109.1845335,UT,Region_8,"(20,50]",,NLALake,OverSamp,"XER_UT_(20,50]",0.02784825,35.56321654,11.3503748,UT,NO,WMTNS,XER,20,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,14,14040106,,,YES,YES,YES,102,2286,3.15,1616.1,16.59,175,YES,YES,29.46,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2657,1,PROB_Lake,Target_Sampled,Target,28.1666372,-81.8327235,FL,Region_4,"(20,50]",,NLALake,OverSamp,"CPL_FL_(20,50]",0.00162301,610.2080418,162.2441275,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,3,3100208,,,YES,YES,YES,6,488,1.28,306.3,5.13,217,YES,YES,20.6,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2663,1,PROB_Lake,Target_Sampled,Target,29.2056573,-95.3591772,TX,Region_6,"(20,50]",,NLALake,OverSamp,"CPL_TX_(20,50]",0.00194657,508.7789611,141.9780468,TX,NO,PLNLOW,CPL,34,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,12,12040205,,,YES,YES,YES,13,561,1.16,1321.5,6.26,450,YES,YES,2.03,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2673,1,PROB_Lake,Target_Sampled,Target,44.3065817,-118.6850367,OR,Region_10,"(10,20]",,NLALake,OverSamp,"WMT_OR_(10,20]",0.01349449,73.39092627,16.3981468,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17070201,,,YES,YES,YES,72,423,0.53,407.9,2.31,45,YES,YES,1.33,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2685,1,PROB_Lake,Target_Sampled,Target,40.683637,-110.9547924,UT,Region_8,"(20,50]",,NLALake,OverSamp,"WMT_UT_(20,50]",0.0258307,38.34094162,12.236915,UT,NO,WMTNS,WMT,19,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,16,16020203,,,YES,YES,YES,7,169,2.41,98.4,4.29,17,YES,YES,2.43,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2696,1,PROB_Lake,Target_Sampled,Target,32.8366626,-96.7195609,TX,Region_6,>100,,NLALake,OverSamp,SPL_TX_>100,0.01713099,57.81179347,16.1327534,TX,YES,PLNLOW,SPL,32,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,12,12030105,,,YES,YES,YES,75,733,8.77,1850.1,3.43,344,YES,YES,41.76,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2704,1,PROB_Lake,Target_Sampled,Target,35.8844838,-100.1852787,TX,Region_6,"(20,50]",,NLALake,OverSamp,"SPL_TX_(20,50]",0.00696533,142.1862297,39.6779834,TX,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11090106,,,YES,YES,YES,105,1672,52.2,5013.1,10.95,687,YES,YES,25.88,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2708,1,PROB_Lake,Target_Sampled,Target,39.5421765,-86.4953308,IN,Region_5,"(10,20]",,NLALake,OverSamp,"SAP_IN_(10,20]",0.01278824,77.44404965,24.2343556,IN,NO,EHIGH,SAP,71,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5120201,,,YES,YES,YES,12,388,2.46,1509.2,3.86,201,YES,YES,5.16,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2714,1,PROB_Lake,Target_Sampled,Target,43.8278019,-104.1093535,WY,Region_8,"(20,50]",,NLALake,OverSamp,"WMT_WY_(20,50]",0.01475594,67.1169126,26.6280901,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,10,10120107,,,YES,YES,YES,8,216,1.49,9273.8,73.71,923,YES,YES,9.07,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-2715,1,PROB_Lake,Target_Sampled,Target,41.990756,-103.61424,NE,Region_7,>100,,NLALake,OverSamp,SPL_NE_>100,0.06081946,16.2838239,4.1608113,NE,NO,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10180009,,,YES,YES,YES,36,369,11.7,2736.1,5.13,573,YES,YES,4.75,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2726,1,PROB_Lake,Target_Sampled,Target,43.7137868,-121.7665432,OR,Region_10,"(20,50]",,NLALake,OverSamp,"WMT_OR_(20,50]",0.02043131,48.47332577,10.8306674,OR,NO,WMTNS,WMT,9,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17070301,,,YES,YES,YES,5,191,0.61,1485.2,2.45,152,YES,YES,1.18,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2740,1,PROB_Lake,Target_Sampled,Target,41.2941994,-98.9022068,NE,Region_7,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.0016911,NE,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,10,10210003,,,YES,YES,YES,121,359,9.8,2040.4,2.25,206,YES,YES,11.37,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2753,1,PROB_Lake,Target_Sampled,Target,47.5706872,-117.6889884,WA,Region_10,"(20,50]",NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.3370883,WA,YES,WMTNS,XER,10,III,Xeric West,III,NATURAL,WMTNS NATURAL,F,TRASH,17,17010307,,,YES,YES,YES,16,1496,1.88,12141.5,19.01,1514,YES,YES,3.39,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-2759,1,PROB_Lake,Target_Sampled,Target,30.7559282,-98.6839128,TX,Region_6,"(20,50]",,NLALake,OverSamp,"SPL_TX_(20,50]",0.00696533,142.1862297,39.6779834,TX,YES,PLNLOW,SPL,30,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,12,12090204,,,YES,YES,YES,9,206,1.93,3356.6,2.36,382,YES,YES,1.12,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2776,1,PROB_Lake,Target_Sampled,Target,33.4958451,-96.959367,TX,Region_6,"(10,20]",,NLALake,OverSamp,"SPL_TX_(10,20]",0.00460047,215.2767308,60.0743586,TX,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,12,12030103,,,YES,YES,YES,36,1144,5.82,1949.2,6.09,209,YES,YES,13.86,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2779,1,PROB_Lake,Target_Sampled,Target,41.2797647,-85.7051758,IN,Region_5,>100,,NLALake,OverSamp,UMW_IN_>100,0.07037378,14.07304477,4.4038396,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,5,5120106,,,YES,YES,YES,21,713,1.66,3561.5,7.7,476,YES,YES,6,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2797,1,PROB_Lake,Target_Sampled,Target,37.9086935,-114.264347,NV,Region_9,"(20,50]",,NLALake,OverSamp,"XER_NV_(20,50]",0.06070149,16.31547144,2.5497204,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,15,15010013,,,YES,YES,YES,24,664,3.27,4032.2,6.33,646,YES,YES,2.02,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-2800,1,PROB_Lake,Target_Sampled,Target,47.6780803,-112.4771506,MT,Region_8,>100,,NLALake,OverSamp,NPL_MT_>100,0.09681973,10.2290445,2.212647,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10030104,,,YES,YES,YES,11,235,2.3,3318.8,2.74,380,YES,YES,2.41,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2801,1,PROB_Lake,Target_Sampled,Target,42.0856629,-112.689224,ID,Region_10,"(50,100]",,NLALake,OverSamp,"XER_ID_(50,100]",0.09031038,10.96632932,3.3994325,ID,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,16,16020309,,,YES,YES,YES,36,339,22.5,4196.2,1.47,809,YES,YES,6.82,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-2807,1,PROB_Lake,Target_Sampled,Target,31.9066925,-97.4186166,TX,Region_6,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.1860872,TX,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,12,12060202,,,YES,YES,YES,32,660,3.39,2722.8,5.69,1380,YES (Missing volume),YES,,1:LEAST DISTURBED,1:LEAST DISTURBED,9:NO DATA,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-2823,1,PROB_Lake,Target_Sampled,Target,31.2934506,-92.7414345,LA,Region_6,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,1.8550434,LA,NO,PLNLOW,CPL,35,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,11,11140207,,,YES,YES,YES,31,751,3.5,251.7,5.75,52,YES,YES,24.32,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2824,1,PROB_Lake,Target_Sampled,Target,41.7646173,-98.6608346,NE,Region_7,"(50,100]",,NLALake,OverSamp,"SPL_NE_(50,100]",0.06696952,14.78842039,3.7787087,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10210010,,,YES,YES,YES,208,794,6.81,1355.4,2.24,144,YES,YES,25.28,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2831,1,PROB_Lake,Target_Sampled,Target,34.1474929,-85.7918613,AL,Region_4,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,5.66925563,1.7731815,AL,NO,EHIGH,SAP,67,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,3,3150105,,,YES,YES,YES,107,738,13.2,1335.5,3.13,205,YES,YES,37.6,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2833,1,PROB_Lake,Target_Sampled,Target,47.9188042,-120.164879,WA,Region_10,"(50,100]",,NLALake,OverSamp,"XER_WA_(50,100]",0.04012666,24.6811817,7.3631836,WA,NO,WMTNS,XER,10,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,17,17020009,,,YES,YES,YES,16,640,0.835,4110.3,6.62,454,YES,YES,3.06,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2874,1,PROB_Lake,Target_Sampled,Target,46.9308348,-111.9632243,MT,Region_8,>100,,NLALake,OverSamp,NPL_MT_>100,0.09681973,10.2290445,2.212647,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,REF,10,10030101,,,YES,YES,YES,76,487,1.79,3261.4,3.12,443,YES,YES,3.94,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2881,1,PROB_Lake,Target_Sampled,Target,48.4550928,-114.388,MT,Region_8,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,1.6945427,MT,YES,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17010210,,,YES,YES,YES,1,50,0.47,1767.8,1.52,171,YES,YES,0.89,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2889,1,PROB_Lake,Target_Sampled,Target,38.7035977,-118.7179736,NV,Region_9,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,1.2242451,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,16,16050304,,,YES,YES,YES,577,1476,0.905,74249.1,44.65,19040,YES,YES,1.77,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-2891,1,PROB_Lake,Target_Sampled,Target,41.2322491,-85.9852578,IN,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,5,5120106,,,YES,YES,YES,8,790,1.53,2796.8,8.38,440,YES,YES,7.2,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2916,1,PROB_Lake,Target_Sampled,Target,38.2129552,-87.1160224,IN,Region_5,"(10,20]",,NLALake,OverSamp,"TPL_IN_(10,20]",0.01127306,87.85311101,27.4916349,IN,NO,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,5,5140201,,,YES,YES,YES,15,324,1.33,1181.5,3.92,187,YES,YES,1.98,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2924,1,PROB_Lake,Target_Sampled,Target,32.2370622,-101.3181565,TX,Region_6,"(50,100]",,NLALake,OverSamp,"SPL_TX_(50,100]",0.01886328,52.50272359,14.6512233,TX,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,12,12080007,,,YES,YES,YES,13,693,3.5,2268.9,5.74,2795,YES,YES,12.64,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-2954,1,PROB_Lake,Target_Sampled,Target,44.0236132,-111.6037333,ID,Region_10,"(10,20]",,NLALake,OverSamp,"XER_ID_(10,20]",0.02202533,44.96520112,13.9386809,ID,YES,WMTNS,XER,12,III,Xeric West,III,NATURAL,WMTNS NATURAL,F,TRASH,17,17040203,,,YES,YES,YES,876,7684,214,1325.9,8.58,124,YES,YES,136.66,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2955,1,PROB_Lake,Target_Sampled,Target,33.5568092,-86.1438461,AL,Region_4,>100,,NLALake,OverSamp,SAP_AL_>100,0.04996823,19.82006126,6.1991498,AL,YES,EHIGH,SAP,67,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3150106,,,YES,YES,YES,58,513,5.65,1708.3,2.9,208,YES,YES,32.98,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2972,1,PROB_Lake,Target_Sampled,Target,42.4532572,-100.649942,NE,Region_7,"(50,100]",,NLALake,OverSamp,"SPL_NE_(50,100]",0.06696952,14.78842039,3.7787087,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,TRASH,10,10210006,,,YES,YES,YES,347,5350,73.5,2046.9,15.93,191,YES,YES,145,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-2987,1,PROB_Lake,Target_Sampled,Target,41.6786323,-86.3695021,IN,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,7,7120001,,,YES,YES,YES,29,1336,9.54,3440.7,11.28,510,YES,YES,15.18,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-2996,1,PROB_Lake,Target_Sampled,Target,33.9804795,-98.7099336,TX,Region_6,"(50,100]",,NLALake,OverSamp,"SPL_TX_(50,100]",0.01886328,52.50272359,14.6512233,TX,YES,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,11,11130206,,,YES,YES,YES,130,1440,39.2,2529.1,8.82,294,YES,YES,16.64,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-3032,1,PROB_Lake,Target_Sampled,Target,33.8415669,-97.2508279,TX,Region_6,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,210.5049403,TX,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,11,11130201,,,YES,YES,YES,94,1543,28.6,1951.1,8.21,206,YES,YES,44.93,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-3035,1,PROB_Lake,Target_Sampled,Target,41.5509969,-85.2868168,IN,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4050001,,,YES,YES,YES,7,738,1.4,2334.4,8.19,344,YES,YES,3.25,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-3083,1,PROB_Lake,Target_Sampled,Target,30.853677,-95.3422617,TX,Region_6,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.1860872,TX,YES,PLNLOW,CPL,33,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,12,12030202,,,YES,YES,YES,96,685,3.92,2152,6.77,320,YES,YES,20.64,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-3096,1,PROB_Lake,Target_Sampled,Target,32.1165996,-96.1491807,TX,Region_6,"(10,20]",,NLALake,OverSamp,"CPL_TX_(10,20]",0.00128567,770.3156042,214.961532,TX,NO,PLNLOW,CPL,33,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,12,12030105,,,YES,YES,YES,17,559,2.25,1048.7,7.61,132,YES,YES,9.87,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-3121,1,PROB_Lake,Target_Sampled,Target,44.9645267,-116.4623588,ID,Region_10,>100,,NLALake,OverSamp,WMT_ID_>100,0.07607489,13.01840066,4.0355503,ID,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17050124,,,YES,YES,YES,46,455,5.72,593.7,3.39,61,YES,YES,14.64,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-3147,1,PROB_Lake,Target_Sampled,Target,41.077102,-86.4635628,IN,Region_5,"(50,100]",,NLALake,OverSamp,"UMW_IN_(50,100]",0.07748997,12.78066524,3.9994188,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,5,5120106,,,YES,YES,YES,46,999,6.19,2921.9,8.97,365,YES,YES,37.66,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-3153,1,PROB_Lake,Target_Sampled,Target,48.6602893,-122.81678,WA,Region_10,"(50,100]",,NLALake,OverSamp,"WMT_WA_(50,100]",0.03721956,26.60894707,7.9382975,WA,NO,WMTNS,WMT,2,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17110003,,,YES,YES,YES,1,116,0.42,599.8,2.02,105,YES,YES,1.5,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-3157,1,PROB_Lake,Target_Sampled,Target,43.5494252,-115.7987142,ID,Region_10,>100,,NLALake,OverSamp,WMT_ID_>100,0.07607489,13.01840066,4.0355503,ID,NO,WMTNS,WMT,16,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17050112,,,YES,YES,YES,8,70,1.79,537,1.16,65,YES,YES,2.21,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-3160,1,PROB_Lake,Target_Sampled,Target,41.036917,-96.8398134,NE,Region_7,"(20,50]",,NLALake,OverSamp,"TPL_NE_(20,50]",0.01204484,82.2238476,21.009679,NE,NO,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,10,10200203,,,YES,YES,YES,237,2655,42.8,2082.3,9.75,242,YES,YES,271.44,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
